id,rol,victima_x,sexo,edad,fecha_fallecimiento,categoria_edad,n_victimas,fecha,anio,mes,dia,nombre_dia,laboral,hora_exacta,hora,categoria_hora,tipo_calle,calle,cruce,direccion_norm,comuna,latitud,longitud,participantes,victima_y,acusado
2017-0055,CONDUCTOR,AUTO,MASCULINO,32.0,2017-05-09,entre_20_y_40,1,2017-05-09,2017,5,9,martes,Laboral,08:30:00,8,mañana,AVENIDA,DE LOS CONSTITUYENTES AV.,,DE LOS CONSTITUYENTES AV. 4900,12,-34.57962262,-58.49563989,AUTO-AUTO,AUTO,AUTO
2017-0058,PEATON,PEATON,MASCULINO,80.0,2017-05-09,mas_de_80,1,2017-05-09,2017,5,9,martes,Laboral,23:10:00,23,tarde-noche,AVENIDA,CORDOBA AV.,LIBERTAD,CORDOBA AV. y LIBERTAD,1,-34.59915940,-58.38403232,PEATON-MOTO,PEATON,MOTO
2017-0059,PEATON,PEATON,FEMENINO,39.0,2017-05-11,entre_20_y_40,1,2017-05-11,2017,5,11,jueves,Laboral,09:24:00,9,mañana,CALLE,BRASIL,LIMA,BRASIL y LIMA,1,-34.62693865,-58.38223382,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0060,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,30.0,2017-05-13,entre_20_y_40,1,2017-05-13,2017,5,13,sábado,No Laboral,07:20:00,7,mañana,AVENIDA,ESCALADA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-34.67323292,-58.45966521,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0061,PEATON,PEATON,MASCULINO,47.0,2017-05-16,entre_40_y_60,1,2017-05-15,2017,5,15,lunes,Laboral,13:29:30,13,tarde,AVENIDA,PARAGUAY,CALLAO AV.,PARAGUAY y CALLAO AV.,2,-34.59871111,-58.39303911,PEATON-MOTO,PEATON,MOTO
2017-0062,CONDUCTOR,MOTO,MASCULINO,35.0,2017-05-15,entre_20_y_40,1,2017-05-15,2017,5,15,lunes,Laboral,16:00:00,16,tarde,AVENIDA,"JUSTO, JUAN B. AV.",SAN BLAS,"JUSTO, JUAN B. AV. y SAN BLAS",10,-34.63395999,-58.51262106,MOTO-CARGAS,MOTO,CARGAS
2017-0063,PEATON,PEATON,FEMENINO,79.0,2017-05-17,entre_60_y_80,1,2017-05-17,2017,5,17,miércoles,Laboral,10:13:00,10,mañana,AVENIDA,CHILE,9 DE JULIO AV.,CHILE y 9 DE JULIO AV.,1,-34.61646839,-58.38118367,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0064,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,61.0,2017-05-20,entre_60_y_80,1,2017-05-20,2017,5,20,sábado,No Laboral,05:00:00,5,noche,CALLE,MAIPU,"PERON, JUAN DOMINGO, TTE. GENERAL","MAIPU y PERON, JUAN DOMINGO, TTE. GENERAL",1,-34.60582475,-58.37653284,CARGAS-AUTO,CARGAS,AUTO
2017-0065,CICLISTA,BICICLETA,MASCULINO,21.0,2017-05-22,entre_20_y_40,1,2017-05-22,2017,5,22,lunes,Laboral,16:00:00,16,tarde,AVENIDA,SUAREZ AV.,HERRERA,SUAREZ AV. y HERRERA,4,-34.64035082,-58.37709334,BICICLETA-CARGAS,BICICLETA,CARGAS
2017-0066,PEATON,PEATON,MASCULINO,10.0,2017-05-22,entre_0_y_20,1,2017-05-22,2017,5,22,lunes,Laboral,18:10:00,18,tarde-noche,AVENIDA,SAN MARTIN AV.,FRAGATA PRES. SARMIENTO,SAN MARTIN AV. y FRAGATA PRES. SARMIENTO,15,-34.60409469,-58.46002142,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0067,CONDUCTOR,MOTO,MASCULINO,21.0,2017-05-23,entre_20_y_40,1,2017-05-23,2017,5,23,martes,Laboral,02:45:00,2,noche,AVENIDA,DIRECTORIO AV.,"MORENO, JOSE MARIA AV.","DIRECTORIO AV. y MORENO, JOSE MARIA AV.",6,-34.62801894,-58.43381970,MOTO-CARGAS,MOTO,CARGAS
2017-0068,CONDUCTOR,MOTO,MASCULINO,32.0,2017-05-27,entre_20_y_40,1,2017-05-27,2017,5,27,sábado,No Laboral,19:50:00,19,tarde-noche,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",,"RABANAL, FRANCISCO, INTENDENTE AV. 2950",8,-34.66437532,-58.43580656,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0069,CONDUCTOR,MOTO,MASCULINO,39.0,2017-05-29,entre_20_y_40,1,2017-05-24,2017,5,24,miércoles,Laboral,14:15:00,14,tarde,GRAL PAZ,"PAZ, GRAL. AV.","SCHMIDL, ULRICO","PAZ, GRAL. AV. y SCHMIDL, ULRICO",9,-34.65997463,-58.52173071,MOTO-SD,MOTO,SD
2017-0070,PEATON,PEATON,MASCULINO,80.0,2017-05-31,mas_de_80,1,2017-05-30,2017,5,30,martes,Laboral,13:20:00,13,tarde,CALLE,NUEVA YORK,,NUEVA YORK 3696,11,-34.59804273,-58.50791763,PEATON-AUTO,PEATON,AUTO
2017-0072,CONDUCTOR,AUTO,MASCULINO,25.0,2017-06-03,entre_20_y_40,1,2017-06-03,2017,6,3,sábado,No Laboral,23:20:00,23,tarde-noche,AVENIDA,DE LOS CONSTITUYENTES AV.,VALLEJOS,DE LOS CONSTITUYENTES AV. y VALLEJOS,12,-34.58226957,-58.49175088,AUTO-AUTO,AUTO,AUTO
2017-0073,CONDUCTOR,MOTO,MASCULINO,19.0,2017-06-04,entre_0_y_20,1,2017-06-04,2017,6,4,domingo,No Laboral,09:00:00,9,mañana,AVENIDA,CORRIENTES AV.,ECUADOR,CORRIENTES AV. y ECUADOR,3,-34.60425669,-58.40781467,MOTO-AUTO,MOTO,AUTO
2017-0074,SD,SD,MASCULINO,70.0,2017-06-04,entre_60_y_80,1,2017-06-04,2017,6,4,domingo,No Laboral,12:50:00,12,tarde,CALLE,CASCO,,CASCO 133,9,-34.63787791,-58.52567073,SD-SD,SD,SD
2017-0075,PEATON,PEATON,MASCULINO,55.0,2017-06-12,entre_40_y_60,1,2017-06-12,2017,6,12,lunes,Laboral,22:38:00,22,tarde-noche,AVENIDA,DE MAYO AV.,9 DE JULIO AV.,DE MAYO AV. y 9 DE JULIO AV.,1,-34.60906385,-58.38154200,PEATON-MOTO,PEATON,MOTO
2017-0076,PEATON,PEATON,FEMENINO,30.0,2017-06-13,entre_20_y_40,1,2017-06-13,2017,6,13,martes,Laboral,14:50:00,14,tarde,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",CALLE 12 (NO OFICIAL),"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-34.57805810,-58.38526125,PEATON-CARGAS,PEATON,CARGAS
2017-0077,CONDUCTOR,MOTO,FEMENINO,60.0,2017-06-18,entre_60_y_80,1,2017-06-17,2017,6,17,sábado,No Laboral,23:45:00,23,tarde-noche,CALLE,FRAY JUSTO SANTAMARIA DE ORO,,FRAY JUSTO SANTAMARIA DE ORO 1930,14,-34.58451712,-58.42934104,MOTO-CARGAS,MOTO,CARGAS
2017-0079,CONDUCTOR,MOTO,MASCULINO,33.0,2017-06-19,entre_20_y_40,1,2017-06-19,2017,6,19,lunes,Laboral,16:26:00,16,tarde,CALLE,MEXICO,DEAN FUNES,MEXICO y DEAN FUNES,3,-34.61781124,-58.40657493,MOTO-CARGAS,MOTO,CARGAS
2017-0080,PEATON,PEATON,FEMENINO,95.0,2017-06-22,mas_de_80,1,2017-06-22,2017,6,22,jueves,Laboral,10:15:00,10,mañana,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",ESCALADA AV.,"ALBERDI, JUAN BAUTISTA AV. y ESCALADA AV.",9,-34.64487785,-58.49525314,PEATON-CARGAS,PEATON,CARGAS
2017-0082,PEATON,PEATON,MASCULINO,36.0,2017-06-25,entre_20_y_40,1,2017-06-25,2017,6,25,domingo,No Laboral,22:40:00,22,tarde-noche,AVENIDA,ENTRE RIOS AV.,BRASIL,ENTRE RIOS AV. y BRASIL,4,-34.62932696,-58.39092851,PEATON-AUTO,PEATON,AUTO
2017-0083,CONDUCTOR,MOTO,MASCULINO,37.0,2017-07-04,entre_20_y_40,1,2017-07-04,2017,7,4,martes,Laboral,00:25:00,0,noche,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",GUARDIA NACIONAL,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",9,-34.64564271,-58.49603546,MOTO-CARGAS,MOTO,CARGAS
2017-0084,PEATON,PEATON,FEMENINO,73.0,2017-07-05,entre_60_y_80,1,2017-07-05,2017,7,5,miércoles,Laboral,12:49:00,12,tarde,AVENIDA,DEL LIBERTADOR AV.,RODRIGUEZ PE?A,DEL LIBERTADOR AV. y RODRIGUEZ PEÃ‘A,2,-34.58703485,-58.38502878,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0085,PEATON,PEATON,MASCULINO,84.0,2017-07-07,mas_de_80,1,2017-07-07,2017,7,7,viernes,Laboral,14:15:00,14,tarde,AVENIDA,TACUARI,"GARCIA, MARTIN AV.","TACUARI y GARCIA, MARTIN AV.",4,-34.63150425,-58.37261143,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0086,PEATON,PEATON,FEMENINO,30.0,2017-07-09,entre_20_y_40,1,2017-07-09,2017,7,9,domingo,No Laboral,07:30:00,7,mañana,AVENIDA,RIVADAVIA AV.,MURGUIONDO,RIVADAVIA AV. y MURGUIONDO,9,-34.63905965,-58.51876802,PEATON-MOTO,PEATON,MOTO
2017-0087,PEATON,PEATON,FEMENINO,73.0,2017-07-10,entre_60_y_80,1,2017-07-10,2017,7,10,lunes,Laboral,10:45:00,10,mañana,CALLE,24 DE NOVIEMBRE,,24 DE NOVIEMBRE 390,3,-34.61516101,-58.41095567,PEATON-AUTO,PEATON,AUTO
2017-0088,PEATON,PEATON,MASCULINO,43.0,2017-07-10,entre_40_y_60,1,2017-07-10,2017,7,10,lunes,Laboral,22:30:00,22,tarde-noche,AVENIDA,PASEO COLON AV.,BRASIL AV.,PASEO COLON AV. y BRASIL AV.,1,-34.62519403,-58.36797542,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0089,SD,SD,MASCULINO,23.0,,entre_20_y_40,1,2017-07-13,2017,7,13,jueves,Laboral,12:05:00,12,tarde,CALLE,"LEGUIZAMON, MARTINIANO",,"LEGUIZAMON, MARTINIANO 901",9,-34.64787051,-58.51514709,SD-AUTO,SD,AUTO
2017-0090,PEATON,PEATON,MASCULINO,22.0,2017-07-15,entre_20_y_40,1,2017-07-15,2017,7,15,sábado,No Laboral,05:15:00,5,noche,GRAL PAZ,CHIVILCOY AV.,"PAZ, GRAL. AV.","CHIVILCOY AV. y PAZ, GRAL. AV.",11,-34.59171721,-58.51925642,PEATON-AUTO,PEATON,AUTO
