id,rol,victima_x,sexo,edad,fecha_fallecimiento,categoria_edad,n_victimas,fecha,anio,mes,dia,nombre_dia,laboral,hora_exacta,hora,categoria_hora,tipo_calle,calle,cruce,direccion_norm,comuna,latitud,longitud,participantes,victima_y,acusado
2016-0142,CONDUCTOR,MOTO,MASCULINO,46.0,2016-11-05,entre_40_y_60,1,2016-11-05,2016,11,5,sábado,No Laboral,23:30:00,23,tarde-noche,AVENIDA,DEL LIBERTADOR AV.,"RAMOS MEJIA, JOSE MARIA, DR. AV.","DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-34.59276462,-58.37533517,MOTO-PASAJEROS,MOTO,PASAJEROS
2016-0143,CONDUCTOR,MOTO,MASCULINO,35.0,,entre_20_y_40,1,2016-11-06,2016,11,6,domingo,No Laboral,04:41:00,4,noche,AVENIDA,27 DE FEBRERO AV.,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,-34.68475866,-58.44451316,MOTO-SD,MOTO,SD
2016-0144,PEATON,PEATON,MASCULINO,83.0,,mas_de_80,1,2016-11-07,2016,11,7,lunes,Laboral,12:10:00,12,tarde,AVENIDA,"BROWN, ALTE. AV.",,"BROWN, ALTE. AV. 984",4,-34.63343907,-58.35975012,PEATON-PASAJEROS,PEATON,PASAJEROS
2016-0145,CONDUCTOR,MOTO,MASCULINO,39.0,2016-11-07,entre_20_y_40,1,2016-11-07,2016,11,7,lunes,Laboral,20:56:00,20,tarde-noche,AVENIDA,DEL LIBERTADOR AV.,LA PAMPA,DEL LIBERTADOR AV. y LA PAMPA,13,-34.55953855,-58.44523595,MOTO-AUTO,MOTO,AUTO
2016-0146,PEATON,PEATON,FEMENINO,29.0,,entre_20_y_40,1,2016-11-09,2016,11,9,miércoles,Laboral,20:00:00,20,tarde-noche,AVENIDA,PICHINCHA AV.,BRASIL,PICHINCHA AV. y BRASIL,4,-34.63036565,-58.39626094,PEATON-PASAJEROS,PEATON,PASAJEROS
2016-0147,PASAJERO_ACOMPAÑANTE,MOVIL,MASCULINO,55.0,2016-11-16,entre_40_y_60,1,2016-11-16,2016,11,16,miércoles,Laboral,21:15:00,21,tarde-noche,AVENIDA,INDEPENDENCIA AV.,"CEVALLOS, VIRREY","INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-34.61799615,-58.38896772,MOVIL-PASAJEROS,MOVIL,PASAJEROS
2016-0148,CONDUCTOR,MOTO,MASCULINO,0.0,,edad_desconocida,1,2016-11-16,2016,11,16,miércoles,Laboral,22:20:00,22,tarde-noche,AVENIDA,GARMENDIA AV.,,GARMENDIA AV. 4895,15,-34.59484504,-58.46536113,MOTO-MOTO,MOTO,MOTO
2016-0150,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,41.0,2016-11-18,entre_40_y_60,1,2016-11-18,2016,11,18,viernes,Laboral,18:20:00,18,tarde-noche,AVENIDA,"ALCORTA, AMANCIO AV.","TABORDA, DIOGENES","ALCORTA, AMANCIO AV. y TABORDA, DIOGENES",4,-34.65273216,-58.40879146,CARGAS-CARGAS,CARGAS,CARGAS
2016-0151,PEATON,PEATON,SD,0.0,,edad_desconocida,1,2016-11-18,2016,11,18,viernes,Laboral,20:35:00,20,tarde-noche,CALLE,,,SD,0,.,.,PEATON-SD,PEATON,SD
2016-0152,CONDUCTOR,MOTO,MASCULINO,42.0,2016-11-24,entre_40_y_60,1,2016-11-23,2016,11,23,miércoles,Laboral,21:10:00,21,tarde-noche,AVENIDA,"MORENO, PERITO AV.",ZUVIRIA,"MORENO, PERITO AV. y ZUVIRIA",7,-34.64991946,-58.46451841,MOTO-AUTO,MOTO,AUTO
2016-0153,PEATON,PEATON,FEMENINO,83.0,2016-11-25,mas_de_80,1,2016-11-25,2016,11,25,viernes,Laboral,15:42:00,15,tarde,AVENIDA,ARAOZ,CORDOBA AV.,ARAOZ y CORDOBA AV.,15,-34.59485488,-58.42917090,PEATON-MOTO,PEATON,MOTO
2016-0154,CONDUCTOR,MOTO,MASCULINO,38.0,,entre_20_y_40,1,2016-11-26,2016,11,26,sábado,No Laboral,14:14:00,14,tarde,GRAL PAZ,"PAZ, GRAL. AV.",,"PAZ, GRAL. AV. 15200",8,-34.68251141,-58.49007772,MOTO-MOTO,MOTO,MOTO
2016-0155,PEATON,PEATON,FEMENINO,29.0,,entre_20_y_40,1,2016-11-26,2016,11,26,sábado,No Laboral,16:50:00,16,tarde,CALLE,MADERO,,MADERO 900,10,-34.62772274,-58.52756365,PEATON-AUTO,PEATON,AUTO
2016-0156,CONDUCTOR,MOTO,MASCULINO,23.0,2016-11-30,entre_20_y_40,1,2016-11-26,2016,11,26,sábado,No Laboral,19:40:00,19,tarde-noche,AVENIDA,INDEPENDENCIA AV.,DEAN FUNES,INDEPENDENCIA AV. y DEAN FUNES,3,-34.61943202,-58.40638983,MOTO-PASAJEROS,MOTO,PASAJEROS
2016-0157,CONDUCTOR,MOTO,MASCULINO,23.0,,entre_20_y_40,1,2016-12-03,2016,12,3,sábado,No Laboral,06:40:00,6,mañana,AVENIDA,"JUSTO, JUAN B. AV.",,"JUSTO, JUAN B. AV. 5645",11,-34.61740997,-58.47576807,MOTO-MOTO,MOTO,MOTO
2016-0159,CONDUCTOR,AUTO,MASCULINO,23.0,,entre_20_y_40,1,2016-12-04,2016,12,4,domingo,No Laboral,07:21:00,7,mañana,AVENIDA,27 DE FEBRERO AV.,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,-34.68475866,-58.44451316,AUTO-SD,AUTO,SD
2016-0160,CONDUCTOR,CARGAS,MASCULINO,29.0,2016-12-06,entre_20_y_40,1,2016-12-06,2016,12,6,martes,Laboral,05:30:00,5,noche,AUTOPISTA,AUTOPISTA PERITO MORENO,,AUTOPISTA PERITO MORENO (ALTURA VELEZ SARSFIELD),9,-34.63635787,-58.51927194,CARGAS-OBJETO FIJO,CARGAS,OBJETO FIJO
2016-0161,PEATON,PEATON,MASCULINO,50.0,2016-12-06,entre_40_y_60,1,2016-12-06,2016,12,6,martes,Laboral,07:22:00,7,mañana,AVENIDA,SANTA FE AV.,GODOY CRUZ,SANTA FE AV. y GODOY CRUZ,14,-34.57866344,-58.42525456,PEATON-PASAJEROS,PEATON,PASAJEROS
2016-0162,PEATON,PEATON,MASCULINO,38.0,2017-01-01,entre_20_y_40,1,2016-12-07,2016,12,7,miércoles,Laboral,05:00:00,5,noche,AVENIDA,"LACROZE, FEDERICO AV.",FOREST AV.,"LACROZE, FEDERICO AV. y FOREST AV.",15,-34.58518167,-58.45396573,PEATON-AUTO,PEATON,AUTO
2016-0163,CONDUCTOR,MOTO,MASCULINO,23.0,,entre_20_y_40,1,2016-12-10,2016,12,10,sábado,No Laboral,07:30:00,7,mañana,GRAL PAZ,"PAZ, GRAL. AV.",MOSCONI GENERAL AV.,"PAZ, GRAL. AV. y MOSCONI GENERAL AV.",11,-34.59798754,-58.52340614,MOTO-AUTO,MOTO,AUTO
2016-0164,CONDUCTOR,AUTO,MASCULINO,29.0,,entre_20_y_40,1,2016-12-11,2016,12,11,domingo,No Laboral,06:16:00,6,mañana,AVENIDA,LA PLATA AV.,"POMAR, GREGORIO TTE. CNEL.","LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",4,-34.64119105,-58.42323628,AUTO-AUTO,AUTO,AUTO
2016-0165,CICLISTA,BICICLETA,MASCULINO,37.0,,entre_20_y_40,1,2016-12-12,2016,12,12,lunes,Laboral,08:25:00,8,mañana,AVENIDA,"GARCIA, MARTIN AV.",,"GARCIA, MARTIN AV. 300",4,-34.62841919,-58.36926144,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
2016-0168,CONDUCTOR,MOTO,MASCULINO,43.0,2016-12-13,entre_40_y_60,1,2016-12-13,2016,12,13,martes,Laboral,10:40:00,10,mañana,AVENIDA,LA PLATA AV.,"POMAR, GREGORIO TTE. CNEL.","LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",4,-34.64119105,-58.42323628,MOTO-AUTO,MOTO,AUTO
2016-0169,CONDUCTOR,MOTO,MASCULINO,24.0,2016-12-16,entre_20_y_40,1,2016-12-15,2016,12,15,jueves,Laboral,15:30:00,15,tarde,AVENIDA,NU?EZ,"BALBIN, RICARDO, DR. AV.","NUÃ‘EZ y BALBIN, RICARDO, DR. AV.",12,-34.55676497,-58.47935434,MOTO-PASAJEROS,MOTO,PASAJEROS
2016-0170,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21.0,2016-12-19,entre_20_y_40,1,2016-12-19,2016,12,19,lunes,Laboral,17:10:00,17,tarde,GRAL PAZ,"PAZ, GRAL. AV.",,"PAZ, GRAL. AV. 4500",12,-34.56379980,-58.50598256,MOTO-AUTO,MOTO,AUTO
2016-0171,CONDUCTOR,MOTO,SD,0.0,,edad_desconocida,1,2016-12-25,2016,12,25,domingo,No Laboral,19:00:00,19,tarde-noche,AUTOPISTA,"HUERGO, ING. AV.",AUTOPISTA 25 DE MAYO,"HUERGO, ING. AV. y AUTOPISTA 25 DE MAYO",1,-34.62150748,-58.36607137,MOTO-MOTO,MOTO,MOTO
2016-0172,CONDUCTOR,MOTO,MASCULINO,38.0,2016-12-26,entre_20_y_40,1,2016-12-26,2016,12,26,lunes,Laboral,08:00:00,8,mañana,AVENIDA,"GARAY, JUAN DE AV.",CASTRO,"GARAY, JUAN DE AV. y CASTRO",5,-34.63174259,-58.41918902,MOTO-CARGAS,MOTO,CARGAS
2016-0173,CONDUCTOR,MOTO,MASCULINO,35.0,,entre_20_y_40,1,2016-12-26,2016,12,26,lunes,Laboral,19:52:00,19,tarde-noche,AVENIDA,DIRECTORIO AV.,SAN PEDRITO AV.,DIRECTORIO AV. y SAN PEDRITO AV.,7,-34.63551751,-58.46749188,MOTO-CARGAS,MOTO,CARGAS
2016-0174,SD,SD,SD,0.0,,edad_desconocida,1,2016-12-27,2016,12,27,martes,Laboral,00:00:00,0,noche,AUTOPISTA,AUTOPISTA 25 DE MAYO,,AUTOPISTA 25 DE MAYO,0,.,.,SD-SD,SD,SD
2016-0175,PEATON,PEATON,FEMENINO,0.0,,edad_desconocida,1,2016-12-27,2016,12,27,martes,Laboral,08:15:00,8,mañana,CALLE,"FALCON, RAMON L.,CNEL.",MEMBRILLAR,"FALCON, RAMON L.,CNEL. y MEMBRILLAR",7,-34.62960517,-58.46064174,PEATON-BICICLETA,PEATON,BICICLETA
2016-0176,CONDUCTOR,MOTO,MASCULINO,28.0,,entre_20_y_40,1,2016-12-28,2016,12,28,miércoles,Laboral,01:41:00,1,noche,AVENIDA,BELGRANO AV.,PASEO COLON AV.,BELGRANO AV. y PASEO COLON AV.,1,-34.61232875,-58.36956186,MOTO-PASAJEROS,MOTO,PASAJEROS
2016-0177,PEATON,PEATON,FEMENINO,27.0,,entre_20_y_40,1,2016-12-29,2016,12,29,jueves,Laboral,04:00:00,4,noche,CALLE,ARENALES,,ARENALES 3319,14,-34.58788235,-58.40966671,PEATON-AUTO,PEATON,AUTO
2016-0178,PEATON,PEATON,FEMENINO,7.0,,entre_0_y_20,1,2016-12-30,2016,12,30,viernes,Laboral,16:18:00,16,tarde,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,SAAVEDRA,REPUBLICA BOLIVARIANA DE VENEZUELA y SAAVEDRA,3,-34.61544091,-58.40288226,MULTIPLE,PEATON,MULTIPLE
2017-0001,CONDUCTOR,MOTO,MASCULINO,18.0,2017-01-02,entre_0_y_20,1,2017-01-02,2017,1,2,lunes,Laboral,01:00:00,1,noche,AVENIDA,"JUSTO, JUAN B. AV.",ACHUPALLAS,"JUSTO, JUAN B. AV. y ACHUPALLAS",11,-34.61028571,-58.46594230,MOTO-CARGAS,MOTO,CARGAS
2017-0003,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,33.0,2017-01-05,entre_20_y_40,1,2017-01-05,2017,1,5,jueves,Laboral,03:10:00,3,noche,AVENIDA,OLAVARRIA,VELEZ SARSFIELD AV.,OLAVARRIA y VELEZ SARSFIELD AV.,4,-34.64410277,-58.38957669,CARGAS-CARGAS,CARGAS,CARGAS
2017-0007,PEATON,PEATON,MASCULINO,48.0,2017-01-11,entre_40_y_60,1,2017-01-11,2017,1,11,miércoles,Laboral,17:00:00,17,tarde,CALLE,LIMA,MEXICO,LIMA y MEXICO,1,-34.61529543,-58.38161660,MULTIPLE,PEATON,MULTIPLE
2017-0008,CONDUCTOR,MOTO,MASCULINO,29.0,2017-01-16,entre_20_y_40,1,2017-01-16,2017,1,16,lunes,Laboral,00:40:00,0,noche,CALLE,"CABRERA, JOSE A.",BONPLAND,"CABRERA, JOSE A. y BONPLAND",14,-34.58494351,-58.43917004,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0009,CONDUCTOR,MOTO,MASCULINO,36.0,2017-01-16,entre_20_y_40,1,2017-01-16,2017,1,16,lunes,Laboral,13:56:00,13,tarde,AUTOPISTA,AUTOPISTA 25 DE MAYO,,AUTOPISTA 25 DE MAYO y BOEDO AV.,5,-34.62743346,-58.41595919,MOTO-CARGAS,MOTO,CARGAS
2017-0010,CONDUCTOR,MOTO,MASCULINO,23.0,2017-01-16,entre_20_y_40,1,2017-01-16,2017,1,16,lunes,Laboral,16:30:00,16,tarde,AVENIDA,DIRECTORIO AV.,RIGLOS,DIRECTORIO AV. y RIGLOS,6,-34.62828656,-58.43564880,MOTO-AUTO,MOTO,AUTO
2017-0011,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,29.0,2017-01-22,entre_20_y_40,1,2017-01-22,2017,1,22,domingo,No Laboral,02:30:00,2,noche,GRAL PAZ,"PAZ, GRAL. AV.","BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-34.54979510,-58.50073810,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0012,CONDUCTOR,MOTO,MASCULINO,30.0,2017-01-24,entre_20_y_40,1,2017-01-24,2017,1,24,martes,Laboral,14:00:00,14,tarde,CALLE,TRAFUL,"TABORDA, DIOGENES","TRAFUL y TABORDA, DIOGENES",4,-34.65055290,-58.40969005,MOTO-CARGAS,MOTO,CARGAS
2017-0013,PEATON,PEATON,MASCULINO,4.0,2017-01-27,entre_0_y_20,1,2017-01-27,2017,1,27,viernes,Laboral,07:00:00,7,mañana,AVENIDA,"IRIARTE, GRAL. AV.",,"IRIARTE, GRAL. AV. 3055",4,-34.65098981,-58.38972622,PEATON-CARGAS,PEATON,CARGAS
2017-0014,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,22.0,2017-01-28,entre_20_y_40,1,2017-01-28,2017,1,28,sábado,No Laboral,08:27:34,8,mañana,AVENIDA,DONADO,ARIAS,DONADO y ARIAS,12,-34.55046754,-58.49185972,MULTIPLE,MOTO,MULTIPLE
2017-0015,PEATON,PEATON,MASCULINO,82.0,2017-02-21,mas_de_80,1,2017-02-02,2017,2,2,jueves,Laboral,15:18:03,15,tarde,AVENIDA,CORDOBA AV.,CALLAO AV.,CORDOBA AV. y CALLAO AV.,2,-34.59963642,-58.39293417,PEATON-AUTO,PEATON,AUTO
2017-0016,CONDUCTOR,MOTO,MASCULINO,27.0,2017-02-04,entre_20_y_40,1,2017-02-03,2017,2,3,viernes,Laboral,05:12:21,5,noche,AUTOPISTA,AUTOPISTA 25 DE MAYO,,AUTOPISTA 25 DE MAYO KM. 8.3,1,-34.62288231,-58.38099494,MOTO-CARGAS,MOTO,CARGAS
2017-0017,CONDUCTOR,MOTO,MASCULINO,32.0,2017-02-06,entre_20_y_40,1,2017-02-06,2017,2,6,lunes,Laboral,08:00:00,8,mañana,AVENIDA,"JUSTO, JUAN B. AV.",PARAGUAY,"JUSTO, JUAN B. AV. y PARAGUAY",14,-34.58095431,-58.42901200,MOTO-AUTO,MOTO,AUTO
2017-0018,CONDUCTOR,MOTO,MASCULINO,30.0,2017-02-09,entre_20_y_40,1,2017-02-09,2017,2,9,jueves,Laboral,07:00:00,7,mañana,GRAL PAZ,"PAZ, GRAL. AV.",DE LOS CORRALES AV.,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,-34.66977709,-58.50877521,MOTO-AUTO,MOTO,AUTO
2017-0021,CONDUCTOR,MOTO,MASCULINO,43.0,2017-02-18,entre_40_y_60,1,2017-02-18,2017,2,18,sábado,No Laboral,05:30:00,5,noche,CALLE,SARMIENTO,LIBERTAD,SARMIENTO y LIBERTAD,1,-34.60509972,-58.38362373,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0024,PEATON,PEATON,MASCULINO,39.0,2017-02-23,entre_20_y_40,1,2017-02-23,2017,2,23,jueves,Laboral,20:50:00,20,tarde-noche,AVENIDA,RIVADAVIA AV.,,RIVADAVIA AV. 7121,7,-34.62955795,-58.46589308,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0025,CONDUCTOR,MOTO,MASCULINO,23.0,2017-02-24,entre_20_y_40,1,2017-02-24,2017,2,24,viernes,Laboral,17:05:00,17,tarde,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",RIVERA INDARTE AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y RIVERA INDARTE AV.",7,-34.65424640,-58.43614426,MOTO-SD,MOTO,SD
2017-0026,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,23.0,2017-02-26,entre_20_y_40,2,2017-02-26,2017,2,26,domingo,No Laboral,05:15:00,5,noche,AVENIDA,"MORENO, PERITO AV.",FOURNIER,"MORENO, PERITO AV. y FOURNIER",4,-34.64979057,-58.41842777,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0026,CONDUCTOR,AUTO,MASCULINO,19.0,2017-02-26,entre_0_y_20,2,2017-02-26,2017,2,26,domingo,No Laboral,05:15:00,5,noche,AVENIDA,"MORENO, PERITO AV.",FOURNIER,"MORENO, PERITO AV. y FOURNIER",4,-34.64979057,-58.41842777,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0027,PEATON,PEATON,MASCULINO,0.0,2017-02-26,edad_desconocida,1,2017-02-26,2017,2,26,domingo,No Laboral,21:57:00,21,tarde-noche,AVENIDA,CASEROS AV.,,CASEROS AV. 1429,1,-34.63193250,-58.38332245,PEATON-AUTO,PEATON,AUTO
2017-0028,PEATON,PEATON,MASCULINO,87.0,2017-02-28,mas_de_80,1,2017-02-28,2017,2,28,martes,Laboral,09:20:00,9,mañana,AVENIDA,GAONA AV.,FRAGATA PRES. SARMIENTO,GAONA AV. y FRAGATA PRES. SARMIENTO,6,-34.61196327,-58.45475488,PEATON-AUTO,PEATON,AUTO
2017-0029,SD,SD,MASCULINO,34.0,2017-03-07,entre_20_y_40,1,2017-03-07,2017,3,7,martes,Laboral,02:15:00,2,noche,CALLE,MOZART,TANDIL,MOZART y TANDIL,9,-34.64742455,-58.48501341,SD-AUTO,SD,AUTO
2017-0030,CONDUCTOR,AUTO,FEMENINO,27.0,2017-03-07,entre_20_y_40,1,2017-03-07,2017,3,7,martes,Laboral,08:00:00,8,mañana,AVENIDA,MOZART,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,MOZART y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,9,-34.65872088,-58.47010988,AUTO-PASAJEROS,AUTO,PASAJEROS
2017-0031,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,70.0,2017-03-11,entre_60_y_80,1,2017-03-11,2017,3,11,sábado,No Laboral,01:30:00,1,noche,CALLE,24 DE NOVIEMBRE,PAVON,24 DE NOVIEMBRE y PAVON,3,-34.62873635,-58.40997560,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0032,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,40.0,2017-03-12,entre_40_y_60,1,2017-03-12,2017,3,12,domingo,No Laboral,05:00:00,5,noche,GRAL PAZ,"PAZ, GRAL. AV.",LOS CEDROS,"PAZ, GRAL. AV. y LOS CEDROS",8,-34.68359163,-58.48892175,AUTO-AUTO,AUTO,AUTO
2017-0033,CONDUCTOR,AUTO,MASCULINO,28.0,2017-03-12,entre_20_y_40,1,2017-03-12,2017,3,12,domingo,No Laboral,07:30:00,7,mañana,GRAL PAZ,"PAZ, GRAL. AV.","GUTIERREZ, RICARDO","PAZ, GRAL. AV. y GUTIERREZ, RICARDO",11,-34.60325478,-58.52466448,AUTO-AUTO,AUTO,AUTO
2017-0034,PEATON,PEATON,MASCULINO,43.0,2017-03-13,entre_40_y_60,1,2017-03-13,2017,3,13,lunes,Laboral,07:50:00,7,mañana,CALLE,GODOY CRUZ,,GODOY CRUZ 2651,14,-34.57929036,-58.42554218,PEATON-AUTO,PEATON,AUTO
2017-0035,CONDUCTOR,AUTO,MASCULINO,28.0,2017-03-23,entre_20_y_40,3,2017-03-23,2017,3,23,jueves,Laboral,05:00:00,5,noche,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.","VILLAFLOR, AZUCENA","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-34.61113641,-58.35881506,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0035,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,32.0,2017-03-23,entre_20_y_40,3,2017-03-23,2017,3,23,jueves,Laboral,05:00:00,5,noche,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.","VILLAFLOR, AZUCENA","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-34.61113641,-58.35881506,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0035,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,30.0,2017-03-23,entre_20_y_40,3,2017-03-23,2017,3,23,jueves,Laboral,05:00:00,5,noche,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.","VILLAFLOR, AZUCENA","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-34.61113641,-58.35881506,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0036,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,0.0,2017-03-29,edad_desconocida,2,2017-03-29,2017,3,29,miércoles,Laboral,18:00:00,18,tarde-noche,GRAL PAZ,"PAZ, GRAL. AV.",CAMPANA,"PAZ, GRAL. AV. y CAMPANA",12,-34.58159762,-58.51452347,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0036,CONDUCTOR,MOTO,MASCULINO,20.0,2017-03-29,entre_20_y_40,2,2017-03-29,2017,3,29,miércoles,Laboral,18:00:00,18,tarde-noche,GRAL PAZ,"PAZ, GRAL. AV.",CAMPANA,"PAZ, GRAL. AV. y CAMPANA",12,-34.58159762,-58.51452347,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0037,CONDUCTOR,MOTO,MASCULINO,41.0,2017-03-31,entre_40_y_60,1,2017-03-31,2017,3,31,viernes,Laboral,03:00:00,3,noche,AVENIDA,INDEPENDENCIA AV.,"CEVALLOS, VIRREY","INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-34.61799615,-58.38896772,MOTO-CARGAS,MOTO,CARGAS
2017-0038,CONDUCTOR,MOTO,FEMENINO,40.0,2017-04-01,entre_40_y_60,1,2017-04-01,2017,4,1,sábado,No Laboral,19:00:00,19,tarde-noche,AVENIDA,CASTA?ARES AV.,LAUTARO,CASTAÃ‘ARES AV. y LAUTARO,7,-34.64363363,-58.44516857,MOTO-AUTO,MOTO,AUTO
2017-0040,CONDUCTOR,AUTO,MASCULINO,43.0,2017-04-03,entre_40_y_60,1,2017-04-03,2017,4,3,lunes,Laboral,09:40:00,9,mañana,AVENIDA,"GUIRALDES, INT.",,"GUIRALDES, INT. 2699",13,-34.54560369,-58.43834197,MULTIPLE,AUTO,MULTIPLE
2017-0041,CONDUCTOR,MOTO,MASCULINO,17.0,,entre_0_y_20,1,2017-04-03,2017,4,3,lunes,Laboral,23:15:00,23,tarde-noche,CALLE,"FERNANDEZ MORENO, BALDOMERO",,"FERNANDEZ MORENO, BALDOMERO 2186",7,-34.63531854,-58.45485084,MOTO-AUTO,MOTO,AUTO
2017-0042,CONDUCTOR,MOTO,MASCULINO,0.0,2017-04-10,edad_desconocida,1,2017-04-10,2017,4,10,lunes,Laboral,09:00:00,9,mañana,GRAL PAZ,"LUGONES, LEOPOLDO AV.",,"LUGONES, LEOPOLDO AV.",14,.,.,MOTO-CARGAS,MOTO,CARGAS
2017-0045,CONDUCTOR,MOTO,MASCULINO,21.0,2017-04-14,entre_20_y_40,1,2017-04-14,2017,4,14,viernes,Laboral,06:15:00,6,mañana,CALLE,NOGOYA,,NOGOYA 5940,10,-34.62454175,-58.52449285,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0047,CONDUCTOR,MOTO,MASCULINO,37.0,2017-04-23,entre_20_y_40,1,2017-04-23,2017,4,23,domingo,No Laboral,06:30:00,6,mañana,AVENIDA,ARGENTINA AV.,CORVALAN,ARGENTINA AV. y CORVALAN,8,-34.67198790,-58.46713742,MOTO-AUTO,MOTO,AUTO
2017-0049,PEATON,PEATON,MASCULINO,22.0,2017-04-27,entre_20_y_40,1,2017-04-27,2017,4,27,jueves,Laboral,18:16:00,18,tarde-noche,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VARELA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-34.65554754,-58.43850413,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0050,CONDUCTOR,MOTO,MASCULINO,46.0,2017-04-28,entre_40_y_60,2,2017-04-28,2017,4,28,viernes,Laboral,11:08:08,11,mañana,AUTOPISTA,AUTOPISTA PERITO MORENO,,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,9,.,.,MOTO-CARGAS,MOTO,CARGAS
2017-0050,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,16.0,2017-04-28,entre_0_y_20,2,2017-04-28,2017,4,28,viernes,Laboral,11:08:08,11,mañana,AUTOPISTA,AUTOPISTA PERITO MORENO,,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,9,.,.,MOTO-CARGAS,MOTO,CARGAS
2017-0051,CONDUCTOR,AUTO,MASCULINO,33.0,2017-05-01,entre_20_y_40,1,2017-05-01,2017,5,1,lunes,Laboral,03:47:47,3,noche,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,,AU DELLEPIANE 2400,7,-34.649889,-58.465671,AUTO-AUTO,AUTO,AUTO
2017-0052,PEATON,PEATON,FEMENINO,47.0,2017-05-05,entre_40_y_60,1,2017-05-05,2017,5,5,viernes,Laboral,03:40:00,3,noche,GRAL PAZ,"PAZ, GRAL. AV.",GOLETA SANTA CRUZ,"PAZ, GRAL. AV. y GOLETA SANTA CRUZ",8,-34.68095739,-58.49413799,PEATON-CARGAS,PEATON,CARGAS
2017-0053,CONDUCTOR,MOTO,MASCULINO,28.0,2017-05-05,entre_20_y_40,1,2017-05-05,2017,5,5,viernes,Laboral,20:16:22,20,tarde-noche,CALLE,VIEYTES,VILLARINO,VIEYTES y VILLARINO,4,-34.65326075,-58.37547846,MOTO-CARGAS,MOTO,CARGAS
2017-0054,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,20.0,2017-05-07,entre_20_y_40,1,2017-05-07,2017,5,7,domingo,No Laboral,21:00:00,21,tarde-noche,AVENIDA,DE LOS CONSTITUYENTES AV.,"MORAN, PEDRO","DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",15,-34.58689719,-58.48680218,MOTO-AUTO,MOTO,AUTO
